Influent NH4+-N,Influent TN,Influent Flowrate,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Effluent TN,Energy Consumption,External Carbon Source
19.4,23.3,52209,9.46,24.7,20.5,9.38,6.2,11.4,11,8.71,12580,1.37
25.3,28,37320,2.57,29.6,85.6,18.8,1.69,31.2,15.3,11.1,15500,4.11
32.3,34.6,27750,10.23,22.7,55.4,16.5,0.09,37,18,12.1,15320,2.74
13.7,26.8,48600,7.16,23.2,40.3,15,4.94,18,12.9,9.19,17740,2.28
24.7,36.6,49660,5.94,18.4,25.6,11.4,4.98,14.4,11.7,11.4,14300,1.82
42.6,43.8,32131,7.24,29.1,97.1,24.1,0.19,42,13.3,12.3,20000,5.02
18.2,24.1,67620,8.52,20.2,38.3,16.2,0.13,36.8,12.3,10.3,20500,4.56
29.2,30.4,44580,2.18,25.8,63.2,16.7,0.76,30.3,14.4,13.5,15020,2.74
42.4,57.3,37849,4.73,16.1,50.1,9.29,5.86,18.2,15.8,13.8,13580,2.74
38.2,43.3,60119,3.07,23.7,62.9,13.9,0.07,39.8,10.3,7.7,21300,4.56
37.2,44.3,33480,7.28,25.9,69.5,16.3,0.15,49.4,14,10.9,15800,3.65
53.4,56.7,24270,8.6,19.7,78.3,14.2,3.9,43.2,7.94,7.74,13120,4.11
33.8,36.5,23669,10.88,20.9,85.9,16.2,4.33,23.5,9.54,8.46,12480,2.74
31.5,36.1,41499,8.16,21.1,46.5,16.8,0.17,34.2,13.5,10.5,16300,3.66
27.5,34.5,24001,11.99,16.5,53.4,8.36,5.92,20.5,7.68,8.51,13320,2.28
42.9,44.1,31030,12.53,24.4,108,19.8,0.17,39.7,13.2,11.3,15750,3.19
17.8,22.2,46570,6.28,41.9,57.6,12.5,3.32,32.2,10.3,10.6,17820,3.66
43.2,70.2,23760,8.09,17.7,83.9,11.2,5.67,30.9,8.25,10.7,13200,2.74
31.8,39.7,38219,8.82,20.5,68,6.12,0.07,63,4.18,7.75,18550,3.2
27.6,32.1,43921,8.86,36.3,37.9,9.35,7.08,26.9,8.55,6.79,17240,2.74
45.6,47.3,22840,9.75,14.1,80.8,14.5,4.14,37.4,8.41,8.41,13220,3.2
23,29.6,16449,10.06,21.6,48.1,15.9,4.82,18.5,13.6,9.27,11020,1.82
39.9,43.4,44150,8.77,24.1,48.8,18.5,0.15,38.5,12.7,9.75,16600,3.19
31.5,36.9,31360,10.31,24.9,77.4,15.3,0.21,45.8,10.4,10.2,14700,2.74
33.2,39.3,41860,1.74,22.1,76.8,18.6,2.6,23.9,21,13.2,16820,2.95
38.1,40.4,55579,11.04,23.8,56.2,15,0.15,47.3,12.3,9.75,20000,3.19
8.59,12.7,49461,9.7,9.59,27.6,5.91,0.08,24.2,5.13,8.17,20050,1.82
47.4,49.4,30469,5.93,28.9,122,21.7,0.18,48.6,13.5,11.3,20150,2.28
39.3,51.3,26629,8.49,24.7,54.1,10.6,5.47,24.2,9.75,10.4,13560,2.74
34.2,42.1,32370,3.45,19.2,22.6,16.2,6.93,22.2,12.4,8.29,12380,2.31
37.5,40.1,43410,11.42,24.3,73.2,13,0.15,45.8,11.1,10.1,16600,2.74
16.1,18.5,43709,8.1,35.7,41.9,9.73,7.14,21.1,9.09,7.06,17020,3.19
24.4,32.5,41360,7.75,5.41,36.7,17.8,4.19,21.6,14.8,13.5,17040,3.65
49.1,49.8,34171,7.35,29.2,141,23.9,0.19,41.9,14.5,11.3,17050,2.74
25.1,29.5,25470,9.41,8.66,44.8,6.5,6.52,32.8,7.66,15,7240,2.48
29.6,35.8,43080,5.82,24.3,62.7,16,0.43,27.8,13,13,13980,3.65
34.6,35.2,51841,8.5,20.4,49.2,13.5,0.13,40.3,9.69,8.91,20400,2.74
34.1,37.6,34590,11.02,19.2,57.9,13.7,4.47,22.6,10.9,11.3,14120,2.71
30.1,38.1,41990,7.96,24.9,84.1,12.3,0.09,45.4,11.3,9.64,15980,3.65
39.9,51.6,25520,3.59,35.8,70,18.7,0.09,49.8,18.2,14.3,15940,3.65
36.3,46.2,41889,9.02,33,65.2,10,0.07,48.4,10,7.17,18450,3.65
35.2,46.5,56770,8.39,22.1,43.7,14.4,0.13,40.7,10.3,9.38,18700,2.74
44.1,54.5,26540,7.83,24.1,42.2,13.5,4.34,20.7,9.7,10.1,12620,3.19
39.2,40.5,36730,4.89,11.4,30.8,23.1,2.81,29.3,21.4,13.1,15460,2.88
17.5,18.2,62060,9.81,23.8,57.2,12,0.07,32.4,9.9,9.01,19900,1.82
28.7,38,37079,9.12,20.5,73,10.6,0.09,46.6,7.07,9.43,15040,3.19
43.2,45.1,33890,7.99,23.9,117,18.2,0.2,50,13.2,11.8,20600,3.65
36.4,43.6,41121,4.98,11.3,34.9,12.3,4.78,21.3,15.3,11.7,14020,1.82
28.6,37.6,41259,2.76,19.5,32.4,12,3.91,17.6,12.6,12.3,13180,1.82
31.9,33,31770,2.74,19.4,47.7,17.8,4.52,26.1,17.3,12.5,12680,3.1
31.6,34.4,15240,4.57,19.5,35.7,11.8,4.85,29.9,7.91,8.98,11380,2.32
38.9,40.4,42511,3,32.7,70.8,18.9,1.49,37.6,15.2,12,16280,5.48
27.7,28.8,67330,5.76,21.7,63.2,12.3,0.14,40.5,11.2,9.43,20200,3.19
25.1,30.4,40170,6.29,31.9,84.3,15.4,0.47,26.4,12.5,12.4,12460,2.74
19.7,21.3,44560,9.67,29.8,21.3,12.3,7.45,14,12,10.6,14680,0.94
54.4,55.2,27390,5.55,16.2,63.2,19.7,2.3,33.2,18.4,14.3,15280,14.62
32.7,35.8,66411,4.44,21.3,51.6,13.5,0.13,37,11.3,8.91,20800,2.74
24.2,26,27840,7.33,11.8,61.2,5.57,5.05,30.4,8.04,13.4,8360,2.41
27.6,29.4,44030,2.43,26.8,61.9,13.1,2.06,32.5,10.2,8.01,16260,3.66
8.52,11.5,57606,6.17,22.2,52.4,3,4.65,28.6,4.02,9.09,17480,3.65
20.6,25.1,48780,9.59,13.4,70.2,6.75,0.08,40.5,5.23,7.38,19750,4.11
36.7,45.8,25049,4.61,18.9,55.7,16.5,3.01,14.7,14.5,10.5,13580,3.19
33.9,34.8,45620,10.36,23.7,52,15.8,0.15,38.2,12.7,9.38,15950,3.19
29.8,37.2,29770,11.72,18.7,49,10.7,5.51,24.8,9.54,8.46,13760,1.82
27.6,34.3,43590,6.22,38.5,43.2,11,6.69,21.4,9.51,8.07,16180,3.19
27.5,34.5,29270,11.26,16.2,55.7,12.7,3.48,27.2,7.06,10.8,14100,2.74
40.5,47.5,37020,6.95,17.1,63.6,8.2,4.99,31.9,10.9,12.2,13840,2.74
34.4,36.9,39270,2.27,20.1,68.2,11.9,2.23,29.9,10.1,7.65,15880,3.66
39.2,66.6,30870,7.12,15.8,65.4,5.93,5.64,32.8,12.3,13.9,13680,3.19
25.2,36.9,36389,6.24,24.6,26.5,11.6,6.27,14.8,12.1,13,13640,1.83
37.4,38,17480,9.74,17.2,148,15.6,5.17,42.4,13.9,8.36,12040,5.02
47.5,108,23990,8.81,16.6,81.6,10.5,5.59,27.4,9.49,10.5,12980,3.66
27.4,42.1,47050,8.66,33.1,37.6,13.5,4.45,20,12,9.35,13960,1.82
47.7,49.7,29720,9.08,26.1,142,22,0.2,47,13.8,10.2,20400,5.48
28.1,35.1,44381,8.05,21.7,64,14.8,0.43,39,10.5,9.38,16760,3.74
16.2,18.2,50469,6.08,27.2,47,6.95,4.27,22,7.33,7.54,17020,3.66
34.9,38.9,66080,5.25,21.8,41.2,17.2,0.14,41.6,14.3,8.96,20650,3.19
24.4,27.9,39630,8.32,42.9,52,13.5,4.92,32,9.89,13.4,17560,3.2
53.6,62.7,26920,6.19,24.5,62.3,17.4,2.39,36.4,12.8,9.36,13940,13.52
29,28.6,36839,3.07,30.6,90,15,3.64,55.9,12.8,13.4,17920,4.11
28.1,33.3,37250,4.42,20.8,82.3,17.6,4.81,34.9,14.5,14.1,17340,3.65
27,31.4,52071,6.17,19.8,50.8,11.6,6.31,27.6,12.8,13.8,18180,2.19
6.76,14.9,57000,10.6,14,39.2,8.02,5.77,15.9,8.82,10.9,14340,1.82
29.2,30.6,50681,0.3,22,60.3,11.2,0.22,35.5,9.54,9.75,19700,2.74
24.4,31,33810,5.38,37.8,70.3,17.4,1.14,31.2,13.5,11.5,17260,3.19
32.3,34.1,46090,8.57,25.6,53,11.4,5.87,21.4,10.3,6.94,13900,2.74
25.3,29.2,48370,2.84,17,89.2,16.4,1.85,47.1,12.6,8.87,15360,2.7
5.35,12.6,55121,10.19,17.6,35.9,9.46,4.21,18.7,9.51,11.9,14000,1.83
23.9,27.3,33730,10.47,23.6,32.3,16.4,0.24,37.7,10.6,9.17,11100,3.91
27.3,29.2,36010,5.04,25.3,53.9,24.6,0.3,34.1,16.7,9.19,12640,2.46
16.3,19.3,48840,9.76,10.6,43.7,7.65,0.08,21.6,6.07,8.7,20450,3.65
24.3,28.7,42840,6.86,37,62.6,17.7,0.81,34.2,13.4,10.4,17920,3.66
34.1,37.8,48050,15.53,16.5,56.5,11,0.16,42.4,10.1,9.43,16700,3.65
27.2,31,45639,8.37,26.5,26.2,10.5,6.02,12.2,12,9.49,14300,1.83
62.7,65.5,27120,3.98,17.7,42,39.7,2.96,45,35.8,8.16,15000,3.78
31,32.7,36560,7.86,22.4,76.1,9.47,1.75,32,4.36,6.83,13040,1.86
30.9,37.5,37721,4.32,20.4,57,15.5,6.1,19.4,13.3,14.2,16120,2.74
47.2,48.6,18760,9.25,17.3,115,8.67,5.41,30.4,8.2,10.9,13320,3.65
16.6,19.2,45879,9.17,34.5,40.5,9.25,7.09,20.9,7.38,11,17540,3.19
26.3,28.2,44320,1.96,27.5,61.1,16.8,1.85,34,13.9,13.3,17100,2.74
27.1,39.8,43220,6.28,25.3,58.2,15.5,2.14,17.8,14.6,12,14420,3.65
11.8,14,32270,9.41,21.5,26.1,10,5.8,18.8,12.5,9.74,9620,2.42
28.9,39.1,27140,9.7,14.5,73.2,12.9,3.99,35.9,8.72,8.61,17000,1.82
43.1,70.4,30720,7.83,26,66.4,11.5,4.74,27.5,11.3,9.75,13500,2.28
23.4,28.3,27621,11.59,17.9,65.5,8.67,5.9,27.5,8.3,8.1,13020,2.28
24.9,28.8,27690,10.79,21.1,59,13.9,4.14,16.7,13.4,8.38,14280,2.74
32.6,38.7,55920,7.86,13.4,37.6,10.3,0.13,44.4,4.55,7.86,19100,2.74
16.6,25,47001,9.72,26.8,41.2,7.97,5.41,22,5.4,10.4,13940,2.74
6.62,20.8,54379,9.53,24,20,8.44,7.19,10.8,8.05,9.27,14720,0.91
36.7,52.5,39231,8.5,24.5,54.6,8.41,5.42,20.2,8.98,10.2,13980,2.28
31.2,34.2,36960,3.13,18.9,70.3,23.1,3.05,41.8,21.8,14.9,16000,2.75
11.4,12.2,42920,3.28,36.3,68,19.9,1.6,34.6,16.3,13.1,15860,4.57
22.4,22.7,41780,7.01,5.63,49,15.3,3.9,27,11.7,14,17200,2.28
25.2,25.2,45310,5.2,17.8,34.3,7.33,4.39,25,4.82,6.69,15960,2
35.4,36.7,36080,5.84,23.2,33,25.5,3.88,25.3,19,10.9,16060,2.64
21.7,30.6,50040,9.22,19.7,52.2,5.44,5.1,20.6,5.11,8.38,14480,0.91
37.5,48.9,20389,8.12,32.1,43.2,13,0.07,36.2,9.33,7.75,15550,4.56
15,20.8,55711,1.97,19.1,56.9,16.2,1.78,40.2,12.1,11.4,17700,2.74
44.8,55.2,22650,9.05,8.5,84.4,10,5.78,33.9,10.2,9.7,13420,3.65
21.4,27.8,48060,10.63,23.5,40.6,15.8,0.09,37.8,12.5,14.2,16320,2.28
24.8,25.2,24509,2.81,25.6,53.5,14.7,7.32,24.8,14.3,13.6,16500,2.28
36.5,37.8,42581,9.59,22.8,61.6,14.3,0.16,39.2,11.8,11,16300,3.19
43,44.2,34299,5.44,12.8,51.7,13.7,3.41,26,13.6,10.6,13780,2.74
14.9,17.1,46530,8.55,39.1,50.4,10.5,3.47,32.8,10.1,9.94,17500,3.65
51.4,57.8,26050,4.68,19.4,46.2,21.8,2.3,31.1,18.9,13.4,9600,12.79
22.2,26.8,40730,10.8,26.3,48.8,14,4.37,18.1,9.13,9.13,14580,3.2
24.2,25.2,10010,7.91,21.6,213,5.35,6.31,40.6,0.85,9.3,5900,0.92
25.4,30.7,40010,5.42,29.4,64.8,13.1,0.52,25.6,13.3,12.6,14300,3.19
21.6,27.3,43060,8.79,28.1,32.9,8.61,7.12,24.2,8.29,10.9,16620,1.83
33.3,34.2,28790,7.27,26.6,31.4,9.36,6.49,23.1,6.23,7.71,8160,0.95
33.6,34.1,39760,2.64,13.8,74.9,18.6,2.51,30.2,17.8,9.19,16240,1.99
15.5,21.4,48189,9.99,18.9,53.6,8.02,3.83,22.4,10.3,13.1,14220,2.28
32.7,34.5,25290,6.31,14.4,40.2,16.4,3.32,27,13.5,14.6,8340,2.46
37.7,47.8,33079,9.67,29.2,83.6,16.9,0.1,43,13.3,10.9,15060,3.65
47.9,49.1,32841,6.69,31,125,20.8,0.19,45,14,11.6,20050,2.74
17.7,19.7,41950,8.7,34.3,33.3,10.4,7.59,16.6,10.5,10.4,16480,2.28
12.9,14.9,45120,9.33,20.3,34.7,8.55,7.55,9.3,10.8,8.32,14660,0.91
32.2,68.9,34181,10.97,24,66,14.1,1.09,41.2,13.5,9.8,15320,3.19
31.4,34,58920,4.99,21.4,61.9,12.1,0.08,33.9,8.43,8.12,20900,3.65
35.7,35.9,8070,6.24,21.2,44.1,13.3,0.13,37.5,9.75,8.38,15300,3.65
26.1,34.4,53020,4.37,21.4,29.8,12.3,3.83,13,13.2,11,12580,1.83
35.9,37.6,36860,3.24,17.3,77.3,28.6,3.27,44.9,23.2,12.8,15300,2.86
41.9,44.5,38510,6.42,25.1,91.1,20.6,0.18,49.6,13.4,10.2,19900,3.19
25.4,28.7,46240,3.2,27.7,66.6,6.05,4.2,31.2,7.54,7.43,16860,2.74
13.2,21.9,39591,11.66,16.9,56.2,11.2,5.34,21.6,10.6,13.8,14740,2.63
42.1,44.8,48050,11.93,23,41.6,17.6,0.16,39.5,11.5,9.96,17100,3.65
19.6,51.7,23821,11.84,26,95.6,14.9,4.2,33.6,13,12.1,13000,3.66
39.8,49.8,24170,9.33,17.1,112,15.5,4.22,34.9,7.63,7.22,13160,3.19
12.4,16,43880,5.85,31.9,46.2,11.9,6.06,21.4,11.8,10.9,16600,3.19
28.5,30.7,66960,3.96,22.6,50,14.3,0.14,35.2,11.3,8.54,20150,3.19
44.3,53.1,27351,9.27,32.6,84.5,15.7,0.09,45.8,11.3,10.2,14940,3.65
25.1,31.3,37210,3.35,17.1,60.1,29.6,3.41,31.2,27.1,14.2,15720,2.45
28.9,35.6,41010,6.73,24.8,48.6,12.9,3.95,33.4,12.5,11.7,13980,2.74
27.4,46.2,35411,10.92,21.9,56,13.6,4.69,19.9,11,10.7,14060,2.28
14.7,17.5,57931,9.01,30,17.7,7.83,7.02,9.6,7.1,8.99,14680,0.91
19.2,27.3,45010,6.97,15.3,70.7,15.4,1.91,29.1,13.7,14.2,17160,3.65
24.6,45.3,42550,7.87,21.5,38,12.1,6.54,17.5,13.7,13,13920,1.82
12.9,14.1,67990,9.17,10.3,29.9,6.49,0.13,18.9,5.49,7.07,20550,1.37
21,32.7,43789,8.7,7.38,71.4,13.2,2.06,25,15.4,14,14020,2.74
28.6,32.3,66460,4.95,22.3,67.8,12.7,0.13,37.6,11.6,9.43,20900,3.19
33.2,36.5,40670,5.65,18.9,55,9.38,0.07,48,11.1,7.65,18650,3.66
31.9,33.9,37151,3.12,32.7,72.4,16.9,4.04,34.3,13.9,12.6,17900,3.65
30.3,37.2,27000,11.73,18.8,64.4,10.7,5.6,35.6,7.63,8.36,13580,1.83
35.1,64.4,31811,8.52,27.2,72.6,4.48,5.34,17.2,11.8,11.9,13740,3.19
25.1,31.7,47211,7.7,15.9,23.8,12.6,5.86,15.2,11.7,10.3,14240,1.82
25.4,30.5,66040,7.58,19.7,54.6,11.5,0.13,34.9,8.33,7.91,21700,3.65
28.6,29.8,41449,2.69,13.7,64.3,15.3,1.77,33.1,11,8.13,16300,4.11
18.4,22.3,44851,8.93,30.9,25.8,10.7,7.42,16.8,9.62,11.4,17220,1.37
26.6,29.3,40040,2.1,24.1,59.5,21.4,1.15,34,14.2,11.1,16360,4.56
22,24.8,41210,6.25,37.3,74.4,16,2.01,37.6,13.7,12.1,17360,3.65
18.8,25.6,51170,9.17,17.1,17.3,6.83,6.8,13.8,9.21,10.5,14100,2.82
35.5,40.6,38610,8.2,27.5,38.3,12.5,4.79,19.8,10.2,11.9,13540,1.83
21.3,29.2,48101,5.34,19.7,60.4,17.7,0.46,25.1,13.1,13.7,17640,4.56
25.3,28.2,45069,5.1,24,79.2,14.7,0.42,25.9,13.1,12.3,17660,3.66
32.68,36.24,20330,2.4,18.4,58.7,14.2,4.77,26.6,11.8,9,10260,2.61
32.5,54,42790,3,16.7,85.1,17.9,2.47,45.5,13.2,9.19,15240,2.7
38.1,39.6,17730,9.35,18.9,127,18.6,5.13,36.1,15.1,8.41,12880,4.11
39.7,55.8,22410,9.37,15.5,122,9.03,5.56,29.8,6.6,10.2,13140,3.66
40.3,45.1,44859,14.45,24,75.1,18,0.27,46,13.8,10.9,16150,2.74
18,21.9,40940,11.1,25.4,54.3,14.7,4.9,23.9,11.4,9.34,15060,2.74
44.9,71.4,23330,8.24,13.6,58.6,21.1,5.65,26.7,15.1,9.44,12840,3.65
57,58.4,23720,8.6,19.8,77.7,13.5,3.89,42.7,8.51,7.22,13340,5.94
29.1,37.4,38730,11.06,26.2,114,14.5,0.29,42.9,11.3,10.4,15140,4.11
27.1,36.1,45280,5.28,8.64,82.2,16.3,2.65,28.9,14.9,12.8,17340,4.11
27.8,30.3,41380,3.99,13.2,18.5,21.5,0.99,21.4,17.7,7.86,16140,1.94
27.7,38.8,45291,7.72,21.2,67.9,11.2,0.39,42.2,6.96,9.64,16800,2.28
22.9,33.9,41030,10.96,19.1,60.3,12.7,1.45,25.5,9.06,11.2,11580,1.82
31.5,37.8,35490,2.5,37.3,66,17.1,3.66,38.8,14.5,12.8,18020,3.65
45.2,69.3,31500,8.2,29.3,62.2,11.2,4.77,34.3,13.2,11.4,13160,3.19
18.4,39.4,47039,9.74,29.3,30.4,9.94,5.67,20.6,7.33,9.83,13840,2.28
28.7,30.9,10020,8.67,21.5,240,5.3,2.58,132,2.77,8.48,7540,0
23.2,23.3,45840,8.66,29.1,37.6,5.24,4.85,18.6,4.75,8.75,16120,2.19
26.6,33,47740,7.8,25,37.2,14,4.68,16.7,13.5,10.7,15640,1.82
38.9,41.1,23600,4.78,17.6,29.4,41.7,3.15,29.4,41.7,13.4,14580,3.87
22.6,25.6,35719,11.37,20,58.6,14.8,4.79,22.6,11.8,11.7,14180,2.74
34.1,35.2,41170,5.76,9.73,41.1,11.6,4.89,20.2,14,11.1,14100,2.28
27.8,34.8,43889,2.62,28.9,60.8,10.4,3.11,27,8.84,7.59,13960,4.11
30.2,31,26631,9.45,15,41.4,11,0.08,45.8,6.23,8.28,17200,3.2
35.7,38.3,42621,4.95,25.3,57.8,20.1,0.19,38.2,12.3,9.93,15600,3.65
28.2,34.2,47360,10.04,19.9,48.3,14.7,0.09,35.4,10.4,12.1,16400,3.19
22.3,29.5,53000,5.74,15.1,43,14.5,0.57,19.4,12.9,11.9,18260,2.28
40.1,41,43880,3.25,35.1,64.4,22.6,1.88,38.4,17.5,12.8,16640,4.11
23.1,27.9,28000,7.63,17.7,42.8,15.3,5.09,28.9,6.12,10.5,11720,2.53
19.7,23.7,40139,10.5,18.4,62.7,11.4,0.09,37.4,9.59,12.6,15500,3.19
30.1,32.8,19470,3.09,19.6,34.9,10.7,4.85,29.3,8.87,9.57,8720,2.27
25,31.9,48051,5.87,7.93,54.1,19,0.47,21.8,15.9,13.1,17640,3.66
33,33.8,17670,7.02,18.7,72.2,8.33,0.08,51.5,9.27,7.7,17750,1.83
31.8,47.1,33180,8.2,28.1,77,5.57,5.12,28.6,4.72,13.5,13780,2.28
27.7,32.4,10040,6.64,23.4,56.4,1.4,6.28,47,1.24,9.63,5820,3.71
19.9,26.1,47450,5.72,34.2,47.2,15.4,0.57,27,11.8,9.09,17260,2.74
51.1,55,27390,5.72,24,51.8,18.4,3.28,29.2,18.4,11.1,13680,13.89
28.2,29.3,46581,5.63,39.6,48,13.5,5.45,34.8,11.5,9.57,17840,3.19
47.6,77.7,22940,9.07,14.5,81,8.72,5.51,41.2,8.36,11.8,13220,3.66
43.7,58.9,34581,6.06,27.4,40.9,16.5,3.97,23.3,15.9,10.5,13700,3.19
34.6,37.1,45559,6.93,22.9,44.1,16.9,0.14,42.8,11.5,10,18950,3.19
17,22.7,47830,3.55,38.5,56,15.7,4.39,21,13.6,10.8,16920,2.74
24.3,32.5,40410,2.8,11.9,63.3,19,2.48,49.8,17,14.7,16800,1.99
20,22.9,10320,9.31,19.8,89.3,5.3,3.93,107,3.98,8.26,8380,0
44.8,46.4,33321,6.2,29.1,86.5,20.3,0.18,42.3,12.3,10.7,19300,2.74
21.1,26.7,49271,10.7,16.6,42.4,12.6,0.09,28.8,11.6,13.5,16220,2.74
25.5,36.8,47199,6.19,23.4,62.2,16.1,0.51,23.5,13.5,13.2,18760,4.11
29.1,32.8,23711,11.59,26.4,125,15.4,4.27,17.4,12.1,11,12740,3.65
29,29.7,41900,2.6,28.7,61.7,14.9,1.63,33.2,11.3,9.03,16620,3.65
26.6,33.1,52350,1.3,21.6,75.4,16.5,1.72,49.9,14.1,13.5,16900,3.02
28.5,36.1,41700,5.28,8.15,74.3,19.7,2.1,32,14.4,12.7,17140,3.2
23.8,33.8,45840,7.49,23.5,61.6,10.3,0.09,26.2,15.1,8.49,15820,3.66
45.5,56.7,26080,6.82,21.4,32,12.3,2.3,24.4,7.33,7.22,11820,11.7
34.2,36.7,39990,6.1,28,54,15.2,4.67,22,12.7,8.6,14080,1.82
35.1,41.1,34241,7.78,24.3,68.3,16,0.09,35.4,13.7,11.2,15880,3.19
25.5,31.9,40270,7.98,9.36,67.2,11,3.71,26.9,12.6,13.8,17300,3.65
20.8,22.1,42539,2.61,28.4,59.9,13.9,2.16,29.2,13.5,12.1,15780,4.11
39.4,42.7,37350,6.26,22.8,80.4,12.7,0.08,50.8,11.5,7.75,18300,3.07
17.2,22.8,45470,2.46,13.4,74.2,18.6,2.41,40.2,13.3,10.2,16240,2.16
